Sim,Mean,std
6,fixe,0.21172908790366748,0.5175358255406027
0,clustering,0.011135102976337649,0.5536003511879783
7,fixe,0.2622053607784263,0.5457665950593311
1,clustering,0.021701902276685437,0.4846914739905905
8,fixe,0.10030954281173936,0.61092586104731
2,clustering,-0.02137843416766705,0.3435782691294192
9,fixe,0.2362407557063589,0.5292700303484541
3,clustering,0.013244929267885569,0.34511811009632853
4,clustering,0.0024993797653207472,0.5297130154297468
0,fixe,0.38468718283772646,0.8490295874732868
5,clustering,-0.015116060261127143,0.6241968036161919
1,fixe,0.04968640057880086,0.6721093462337348
6,clustering,-0.0041520821031611616,0.4392124922869358
2,fixe,0.18389722031407252,0.718482620456412
7,clustering,-0.007401845285301929,0.5673374372113885
3,fixe,0.0721041232142401,0.7790517068189171
8,clustering,-0.025606658075775113,0.4365698973670241
4,fixe,0.1541802985511813,0.5354370741056703
9,clustering,0.03864718325397778,0.5662309721401976
5,fixe,0.3693615734499043,0.9752265555084305
6,fixe,0.21505895060775948,0.8096621635066524
7,fixe,0.2345540680483492,0.77705279670465
8,fixe,0.12476151757810933,0.6427198924723196
9,fixe,0.23891489561714327,0.9409283636558596
0,fixe,0.4166845789644365,1.0212325058357374
1,fixe,0.09477161995263043,0.6611693728153236
2,fixe,0.2311667154940099,0.5788885799269271
3,fixe,0.10264713290421584,0.4782473359714187
4,fixe,0.1938536253445403,0.5461467799824966
5,fixe,0.374817621543635,1.0301580489288436
6,fixe,0.27082202431768837,0.7843704249103077
7,fixe,0.2784350410131159,0.8082389363887372
8,fixe,0.142061562321431,0.5197313990115653
9,fixe,0.26226813714492897,0.6619953269847683
