color,Amp,method,ra_in,dec_in,H0_fit,delta_H0_fit,ra_fit,dec_fit
blue,1,fixe,270.0,-29.999999999999996,70.24963597221274,-1.2453984433599008,1.2301307384704032,0.8096915493141899
blue,1,fixe,270.0,-29.999999999999996,70.09999545954089,-0.7560186463984926,1.438672838723303,0.44514494887361805
blue,1,fixe,270.0,-29.999999999999996,70.20319164245856,-1.0796073877704415,1.2290802769203677,0.6960889026461784
blue,1,fixe,270.0,-29.999999999999996,70.09813978821123,-0.8985641713250366,1.39245643625182,0.4752604125477163
blue,1,fixe,270.0,-29.999999999999996,70.18123487592224,-0.9503300764035281,1.2598340588514116,0.7551785090110517
green,1,fixe,59.99999999999999,-60.00000000000001,70.48003679830569,1.3768799770674847,1.504746568538165,-1.145068824029978
green,1,fixe,59.99999999999999,-60.00000000000001,70.27716910115801,0.9128467730330099,1.2714043059709808,-0.8965707391072271
green,1,fixe,59.99999999999999,-60.00000000000001,70.26601101048709,0.8858989963797628,0.9377018999544994,-0.8329452511697905
green,1,fixe,59.99999999999999,-60.00000000000001,70.16099239378842,0.8149409113600998,1.0279843534450328,-0.439003438544597
green,1,fixe,59.99999999999999,-60.00000000000001,70.2194469162942,0.7259655023823424,0.9224525589082511,-0.924081263790575
green,1,fixe,59.99999999999999,-60.00000000000001,70.44038971630563,1.2789602160283249,-1.5005817717868117,-1.9167340005824829
green,1,fixe,59.99999999999999,-60.00000000000001,70.26064621200831,0.905620421102967,1.2558502172398713,-0.8497413166237395
green,1,fixe,59.99999999999999,-60.00000000000001,70.37388414494485,1.131883825416947,1.5782119579365133,-1.154879705961343
green,1,fixe,59.99999999999999,-60.00000000000001,70.29345907526721,0.8932560156151867,1.2956593653677526,-0.9957899816245804
green,1,fixe,59.99999999999999,-60.00000000000001,70.36701197027433,1.146481849711573,1.4717646917711622,-1.025409736774177
c,1,fixe,36.0,45.0,70.05632347200026,0.5401636206981848,1.084804917588554,-0.09917377999524293
c,1,fixe,36.0,45.0,69.87069683042357,0.7848116426202463,0.8902887262491606,0.648905229352318
c,1,fixe,36.0,45.0,69.86020023896629,0.8782731678596992,0.6048097925134351,0.6291296220757726
c,1,fixe,36.0,45.0,69.76277453738113,1.156234764246142,0.7481366932338367,0.7956027319711718
c,1,fixe,36.0,45.0,69.82585299559994,0.8264227837822078,0.4748642954561848,0.8325464036745215
c,1,fixe,36.0,45.0,70.02581697825953,0.36944759744076944,1.0003915001206591,0.02120439859521525
c,1,fixe,36.0,45.0,69.83716848440933,0.7913787409264128,0.8548883326717392,0.7078218852143093
c,1,fixe,36.0,45.0,69.97374272597762,0.460053229666016,1.0190718374623862,0.33229966538287853
c,1,fixe,36.0,45.0,69.88249647766115,0.67558936746194,0.7916659050621727,0.7108638328743343
c,1,fixe,36.0,45.0,69.96559017109426,0.5960856158832577,1.0637414783874417,0.36451568417152364
y,1,fixe,108.0,-330.0,70.08288124288802,-1.0144061938241942,-0.9871835273830621,0.2210745796703221
y,1,fixe,108.0,-330.0,69.88598858531921,-0.9686432949329937,-1.1162878796906397,-0.30671533257917344
y,1,fixe,108.0,-330.0,69.88739400392409,-0.8577844879554817,-1.2933185390222266,-0.4177628270950046
y,1,fixe,108.0,-330.0,69.79686762156898,-1.1280801352471823,-1.3495270358898386,-0.6258245863284131
y,1,fixe,108.0,-330.0,69.85009420797053,-0.8062610091942317,-1.104227512818298,-0.5958742898317658
y,1,fixe,108.0,-330.0,70.06101327682285,-0.9210430736440138,-0.8424715601306907,0.18540288745024322
y,1,fixe,108.0,-330.0,69.88499720322147,-0.948441932666171,-1.1074708358829757,-0.3628203366238863
y,1,fixe,108.0,-330.0,69.9927460282895,-0.9198501518986664,-0.8951814109019249,0.031675700302079425
y,1,fixe,108.0,-330.0,69.93616067998342,-0.8644256167654267,-1.0103777140737622,-0.28703808522527346
y,1,fixe,108.0,-330.0,69.99464909676342,-0.9799923528802207,-1.007256724240763,-0.04803331735849514
m,1,fixe,252.0,45.0,69.94144073454,-0.7654956436170768,0.8367116453978741,-0.010468843293194679
m,1,fixe,252.0,45.0,69.78786361637157,-0.8372388486332067,0.9621060043514695,-0.6129937515881988
m,1,fixe,252.0,45.0,69.77569960419933,-0.8750540015583745,1.2661147324327868,-0.6944661284486917
m,1,fixe,252.0,45.0,69.68449376314285,-1.0002625910596312,1.2164151534278227,-0.9954073348840704
m,1,fixe,252.0,45.0,69.75337411394077,-1.0686233168904122,1.2410493229721715,-0.6350084564910174
m,1,fixe,252.0,45.0,69.92108166066012,-0.9123214578969389,0.9102339197081534,-0.013227144789954754
m,1,fixe,252.0,45.0,69.77160789131364,-0.9101520098018806,1.011285571050845,-0.6863955305021183
m,1,fixe,252.0,45.0,69.87739619322697,-0.8919016475000581,0.8853749703181943,-0.22671635243314853
m,1,fixe,252.0,45.0,69.78327573433246,-0.94070710520497,1.0343552966340657,-0.5283393410916495
m,1,fixe,252.0,45.0,69.86013679175211,-0.7972647467009883,0.8557770583078207,-0.3244718010983984
purple,1,fixe,324.0,72.0,69.93233353808183,-0.2082575011280344,0.9533858658696883,-0.8969088908528989
purple,1,fixe,324.0,72.0,69.76660236636052,-0.670263920824893,-1.0111795368911864,-1.7339960478897791
purple,1,fixe,324.0,72.0,69.75459774199285,0.7816902956778851,-0.6152705599614878,1.1700446876029857
purple,1,fixe,324.0,72.0,69.66123375521116,1.0452149034451026,-0.1483161552612608,1.3200855587589704
purple,1,fixe,324.0,72.0,69.72860166898998,0.8891539414425652,-1.1163459167748249,1.1319381384796576
purple,1,fixe,324.0,72.0,69.90834927277558,-0.35419193308704966,1.1438070126874031,-0.5859447368163804
purple,1,fixe,324.0,72.0,69.73791623417213,-0.7460023259294867,-1.1152346041109908,-1.7714565162047602
purple,1,fixe,324.0,72.0,69.86315400756698,-0.4282229302844364,1.1142085032846165,-0.9952900324781961
purple,1,fixe,324.0,72.0,69.76696701171115,-0.6825289074729173,1.7017926032420387,-1.2269486699570689
purple,1,fixe,324.0,72.0,69.84976075995779,-0.4335130892275564,1.059504992274917,-1.295338359339275
brown,1,fixe,0.0,0.0,70.26016666631635,0.9252623511202671,0.2089126762769912,-0.6697919162134258
brown,1,fixe,0.0,0.0,70.07691525990417,0.8584617630007535,0.1727278095203879,-0.03945586359477236
brown,1,fixe,0.0,0.0,70.0557722816247,1.0346695642798809,0.06799243257368633,0.00999257149302547
brown,1,fixe,0.0,0.0,69.94940703813653,1.1165972068685954,0.2118259077110193,0.28480079988685425
brown,1,fixe,0.0,0.0,70.01793117089333,0.9477699775746357,-0.0690227759037691,0.0891237613288699
brown,1,fixe,0.0,0.0,70.21828824406039,0.8329750848311439,-0.012739848983140874,-0.6692226336311928
brown,1,fixe,0.0,0.0,70.0278165496995,0.8636742399154405,0.17402042640716325,0.005028932815246096
brown,1,fixe,0.0,0.0,70.17153283632703,0.7687762241885251,0.06656792559589485,-0.4781595466912234
brown,1,fixe,0.0,0.0,70.0586500655946,0.8157891983976202,0.06571829020560177,-0.06755437167083027
brown,1,fixe,0.0,0.0,70.15574765856095,0.8087279736406046,0.23666402537973127,-0.38983593932295696
pink,1,fixe,330.0,-29.999999999999996,70.3595506091908,1.085084020920566,-0.44287376082310415,-1.0372312171742766
pink,1,fixe,330.0,-29.999999999999996,70.18309442245402,0.7845579896070681,-0.3823867111520856,-0.5427575677757451
pink,1,fixe,330.0,-29.999999999999996,70.15917333100491,0.9360604353958665,-0.3783492379919472,-0.37816870613327824
pink,1,fixe,330.0,-29.999999999999996,70.05168225141028,0.8495522975140624,-0.2013964378008535,-0.06355986837164439
pink,1,fixe,330.0,-29.999999999999996,70.12192807559134,0.9013930475027503,-0.5649445118566354,-0.3233775964898205
pink,1,fixe,330.0,-29.999999999999996,70.31623175777939,1.070045926651325,-0.7163141843959698,-0.9950315254882862
pink,1,fixe,330.0,-29.999999999999996,70.1402951521147,0.7644317447107541,-0.3453178835627908,-0.47802286383075915
pink,1,fixe,330.0,-29.999999999999996,70.27050161670145,0.913140238743749,-0.6394327301351246,-0.8915232407044199
pink,1,fixe,330.0,-29.999999999999996,70.15439638557777,0.797471415361902,-0.5113437183188971,-0.5476943605248789
pink,1,fixe,330.0,-29.999999999999996,70.24996510306302,0.8719538165802204,-0.38653931567127137,-0.8777489590529279
orange,1,fixe,100.0,-25.0,70.35376207846872,-1.3838363625280372,-1.1862534796078694,0.737054158426315
orange,1,fixe,100.0,-25.0,70.14438961729682,-1.0460847465912422,-1.3117450506370416,0.3893617133953868
orange,1,fixe,100.0,-25.0,70.14275893733901,-0.9359001801595597,-1.501071761497198,0.3724517308373285
orange,1,fixe,100.0,-25.0,70.04525816594489,-1.0152047014548462,-1.5349197889345958,0.02393440888674915
orange,1,fixe,100.0,-25.0,70.09738036679408,-0.782327133978604,-1.3690326454326973,0.3210671227873573
orange,1,fixe,100.0,-25.0,70.32286687384072,-1.2761560551329743,-1.065005972360832,0.7546755949033611
orange,1,fixe,100.0,-25.0,70.14361174823048,-1.0307449457911702,-1.326065763681838,0.36249600655043285
orange,1,fixe,100.0,-25.0,70.24821140077107,-1.1861860412681071,-1.1055085381458916,0.6574386006852121
orange,1,fixe,100.0,-25.0,70.1910599965996,-0.9931769544031893,-1.2427119290127977,0.4670849492507112
orange,1,fixe,100.0,-25.0,70.25006207942081,-1.2194464579985227,-1.2130922736457044,0.5659761281384523
red,1,fixe,-135.0,-52.0,70.36043365787563,-1.3364673255441621,0.41543050365779977,1.0260195122748161
red,1,fixe,-135.0,-52.0,70.18473904139161,-0.8843639895654716,0.5282869821515058,0.8222139123961679
red,1,fixe,-135.0,-52.0,70.17215007259765,-0.7480783926263401,0.8279719746772772,0.8462162269227042
red,1,fixe,-135.0,-52.0,70.07418086626117,-0.47142584517745695,0.6420446395569027,0.6297177970970949
red,1,fixe,-135.0,-52.0,70.13681354130361,-0.8297335960144181,0.8971809859577943,0.6464153025693121
red,1,fixe,-135.0,-52.0,70.33037533515464,-1.3944582251285267,0.5251122742184112,0.9550648748603879
red,1,fixe,-135.0,-52.0,70.18261521248348,-0.8029056869134189,0.5272674210858976,0.7875832985823384
red,1,fixe,-135.0,-52.0,70.27094575733157,-1.2226350709145193,0.5146262417293489,0.8705198847658149
red,1,fixe,-135.0,-52.0,70.18939649544355,-0.9469263468752686,0.6246775510264553,0.7760868325568573
red,1,fixe,-135.0,-52.0,70.25681490396117,-1.108583872290286,0.4098924638065824,0.9236465366869554
