Sim,Mean,std
3,clustering,0.024625715365097372,2.077071048246076
1,fixe,-0.7200264027481627,2.4148916651624894
4,clustering,0.021633535404422588,1.892851838004895
2,fixe,-0.6373427599681326,2.43947570138501
5,clustering,0.07725741056466102,1.876778106037331
6,clustering,-0.058037464420122774,1.9546979790720367
3,fixe,-0.7339147313704015,2.6285137413227573
7,clustering,0.21999420510680723,1.8013311367176459
4,fixe,-0.6130644393326508,2.4515407808649523
8,clustering,0.20066790896480727,1.911342576079723
5,fixe,-0.3964277342317391,2.0975433973398436
9,clustering,0.2102736809053353,1.912916464196303
6,fixe,-0.6913480632896949,2.262091644997204
0,clustering,0.28712077514155254,2.339206001461412
7,fixe,-0.548056080690995,2.2069558278803965
1,clustering,0.04510489776027404,2.5727804442658426
2,clustering,0.07454525906356035,2.319248957070366
8,fixe,-0.7083405490122381,2.5161856621929726
3,clustering,0.1844187081330546,2.516427121870617
9,fixe,-0.5596993487984211,2.468864832775013
4,clustering,0.016430923522517737,2.3110627059588613
0,fixe,-0.28896040270278056,2.524956982429684
5,clustering,0.22197693545116723,2.1538955833642013
1,fixe,-0.631702701301085,2.7419207014484797
6,clustering,-0.012905506829142524,2.4138315728716857
2,fixe,-0.47728782237604156,2.7312234981755075
7,clustering,0.04034392573064268,2.3013693521584786
3,fixe,-0.5134524917581605,2.9066876861000397
8,clustering,0.035888701731889995,2.2898476340998823
9,clustering,0.448078269526835,2.2833734845318654
4,fixe,-0.45210742629070594,2.65121979237975
0,clustering,-0.220679829813224,2.5389621349808036
5,fixe,-0.18173230575645571,2.762161720241595
1,clustering,-0.12099113765490983,2.307458274078502
6,fixe,-0.4244237889878435,2.7475764905110176
2,clustering,-0.5117734098596832,2.4644196947414754
7,fixe,-0.4298393959127343,2.6951199375035824
3,clustering,-0.07682819282720794,2.340411683367219
8,fixe,-0.45066435807493116,2.669572871332712
4,clustering,0.06299526800119426,2.444777909593762
5,clustering,-0.31940398387545915,2.6772303434583784
9,fixe,-0.37120472546601047,2.9189758838139372
6,clustering,-0.0014598148413699497,2.470154611197809
0,fixe,-0.8340081389711659,2.7506431988404403
7,clustering,-0.4537335424264349,2.5320121117991996
1,fixe,-1.0425577110810693,2.7646701815052848
8,clustering,-0.19260387805233678,2.571410166222943
2,fixe,-0.9056118877582354,2.591925418619954
9,clustering,-0.18226437691581646,2.5416001242654325
3,fixe,-1.032198343070895,2.7139101096933134
0,clustering,-0.15551420845007027,1.5052282853840717
1,clustering,-0.1359418459182726,1.473875155768753
4,fixe,-0.8829953119225712,2.7295183682639976
2,clustering,-0.2160938165177999,1.6134108673020822
5,fixe,-0.8243910616966902,2.675130971506899
3,clustering,-0.207857737762387,1.7340104265133176
6,fixe,-0.8569647555620435,2.744581365110297
4,clustering,0.01414367770992179,1.572949379119128
7,fixe,-0.8516791895694055,2.6604736457198146
5,clustering,-0.16573377120093052,1.5488993944063336
6,clustering,-0.05785096861265443,1.6109211346237688
8,fixe,-1.0700492065530458,2.6695209255909025
7,clustering,-0.17581178962148325,1.5449401987296674
9,fixe,-0.9264696366600639,2.570347802262047
8,clustering,-0.12674141401186867,1.5563946213995088
0,fixe,-0.9668136355451287,1.8059021717611217
9,clustering,-0.1761733489510444,1.4192800035846684
1,fixe,-1.1761978157342659,2.0244769778498277
0,clustering,0.05510731760889446,2.9720672052238264
2,fixe,-1.0729996647400488,1.8992103963569005
1,clustering,0.045655094826126695,3.018324829227934
3,fixe,-1.1837906949255468,2.169997181196081
2,clustering,0.45183647023388396,3.2474646379098426
3,clustering,-0.031988397538792505,3.1245421532523774
4,fixe,-1.0351703973905049,2.023617640677993
4,clustering,0.03900573608521444,3.123251791057259
5,fixe,-0.9141766816814924,1.6588848929549205
5,clustering,0.0659309013362918,2.9528242504206657
6,fixe,-1.0877465313937937,1.8928843533080593
6,clustering,0.026507924478283984,2.9664340294727163
7,fixe,-0.9955166218806196,1.792828512031569
7,clustering,0.4898406255355879,3.0697702061665733
8,fixe,-1.204703976872863,2.0551165632041366
8,clustering,0.05841437771359148,3.047395638921555
9,fixe,-1.0497952726285755,1.886029981987235
9,clustering,0.11724935854474657,3.021516597441489
0,fixe,0.5286042654328683,3.1098988153947262
0,clustering,-0.037790940188006904,2.588119739728247
1,fixe,0.25241187180215596,3.0688561609802223
1,clustering,0.07097417416077108,2.8015305585918475
2,fixe,0.300948016067591,3.1980397840408257
2,clustering,0.34911059198386246,2.983873229426476
3,clustering,-0.05336506490660242,2.8920544972400606
3,fixe,0.1284282793222731,3.1510572542841815
4,clustering,0.072046968152861,2.9473703708074
4,fixe,0.26125412397697184,3.2104454767151567
5,clustering,0.14822657918452867,2.8530044950334563
5,fixe,0.46354356405007735,2.9422892106653666
6,clustering,0.024622263984155457,2.7771907449775344
6,fixe,0.19961121286816866,2.9842372742043923
7,clustering,-0.08859290724510638,2.567707158583112
7,fixe,0.40142870065178465,3.0079810205563864
8,clustering,0.36828333310694245,2.8817041415091236
8,fixe,0.1615290209149306,3.2481244501151956
9,clustering,0.040838254331536795,2.681007279945234
9,fixe,0.34947594287526274,3.0981253205447947
0,clustering,0.47883171856999596,2.8161591951220384
0,fixe,1.0582629212640122,3.037796943125488
1,clustering,0.18276769214515928,2.5707871698685016
1,fixe,0.7633527136724453,2.738296635181692
2,clustering,0.4339648475186104,2.5085011093508496
2,fixe,0.8304392054137901,2.8864344102505997
3,clustering,0.21344833215544037,2.6187044219889444
3,fixe,0.622955824461613,2.7007774533529547
4,fixe,0.7507000070954902,2.94847607378008
4,clustering,0.08967324565689845,2.4705596477037277
5,fixe,0.912965622241673,2.820314278745788
5,clustering,0.6045943893916874,2.5467990205728377
6,fixe,0.766990716253356,2.706542532516031
6,clustering,0.05557818518928296,2.586270079931479
7,fixe,0.9129669801630022,2.784670024285213
7,clustering,0.30392256309577503,2.705327787893167
8,fixe,0.6534763302605524,2.9034536343739994
8,clustering,0.3508215548169542,2.6355130716858333
9,fixe,0.8393215333010923,2.7122305429380904
9,clustering,0.589576228619072,2.7608480568829363
0,clustering,0.035667171095380534,1.9444363887215694
0,fixe,0.9998450794098046,3.0450766028928005
1,clustering,0.10506304884340323,1.943107084623226
1,fixe,0.5692690494617295,2.9699719719504425
2,clustering,-0.10633876421994487,1.7588990382843266
2,fixe,0.7248231662964605,3.0999170214469496
3,clustering,0.03999183998339841,1.700368982013299
3,fixe,0.6535898869406936,3.112179166969754
4,clustering,0.02835764066843216,1.9600568840598898
5,clustering,0.12041924445775487,2.059369029792486
4,fixe,0.6787459099183959,2.9110354427127216
6,clustering,0.07885752822489983,1.800343230381459
5,fixe,1.0109341836850183,3.2315880835987656
7,clustering,-0.07752301628679935,2.0199634376622297
6,fixe,0.7758293094332046,3.123469145588716
8,clustering,-0.014527037030652537,1.9581080189750613
7,fixe,0.7635244788945236,3.084149566418238
9,clustering,-0.005725721592274875,1.97663143140298
8,fixe,0.7704730406141477,3.01893718184856
9,fixe,0.8452924443148832,3.3387981598573115
0,fixe,1.1523684983016251,2.9004452549577406
1,fixe,0.7911369809720142,2.5314989375982
2,fixe,0.9559228515631567,2.4690628552536618
3,fixe,0.7996738161256522,2.2730473666652715
4,fixe,0.8716844922378048,2.4667501190265586
5,fixe,1.0290733571034527,2.882601332869992
6,fixe,1.0498671267830775,2.639268581059241
7,fixe,0.9776696431834565,2.712154159907396
8,fixe,0.8506203494888643,2.43060667318873
9,fixe,0.9536271318216678,2.464065705400157
